geschlecht,alter_monate,fachscore,interview,erfahrung_jahre,karriere_luecke_monate,eingestellt
0,328,80.9,55.0,6.5,11.2,1
0,449,74.5,85.3,8.7,17.8,0
0,592,96.3,80.1,8.0,20.6,0
1,608,39.2,69.5,16.8,9.3,0
0,285,81.9,65.7,1.7,18.4,0
0,419,61.1,58.7,4.8,21.8,0
1,619,72.1,41.1,16.8,8.9,0
1,517,35.3,56.8,9.8,10.5,0
1,479,82.0,61.5,4.9,9.9,1
1,430,71.8,63.4,13.6,12.3,1
1,410,59.4,67.0,6.3,5.3,1
0,491,69.7,73.8,9.1,12.7,1
1,426,48.5,49.6,5.5,8.7,0
0,451,51.3,49.8,12.0,21.1,0
0,465,53.0,81.8,6.6,24.3,1
1,375,32.2,71.6,0.0,11.1,0
1,520,72.9,54.1,8.1,13.8,1
1,780,77.9,58.4,24.9,8.5,1
0,243,49.5,58.5,3.0,18.9,1
1,495,65.2,60.5,8.7,0.5,1
0,365,56.0,67.1,9.5,19.2,0
1,525,64.9,98.0,13.3,3.8,1
1,462,50.6,62.8,7.4,6.8,0
1,547,46.7,69.9,10.9,6.2,0
1,597,75.8,34.7,14.5,7.9,0
1,479,59.0,52.7,6.1,5.6,0
0,592,90.3,78.4,13.2,21.7,1
0,240,60.7,66.0,1.1,7.1,0
0,647,46.1,0.0,9.4,18.8,0
1,501,78.4,70.1,9.1,10.8,1
0,585,69.5,88.8,11.9,25.5,1
0,310,70.9,30.1,6.2,20.9,0
1,356,77.9,82.8,0.0,12.7,1
1,474,50.2,18.4,7.4,6.7,0
1,454,58.1,74.1,6.3,6.0,0
1,490,57.4,59.9,12.7,8.1,1
1,586,40.6,24.8,12.8,6.0,0
0,244,56.0,66.7,6.4,14.9,0
1,573,80.0,77.3,14.8,3.9,1
1,457,63.6,65.5,6.7,1.6,1
1,432,39.8,68.8,8.0,8.1,0
0,279,36.7,53.8,0.2,18.0,0
1,516,85.0,32.1,13.4,4.6,0
1,240,58.6,70.4,0.0,3.7,1
1,534,50.3,86.2,8.1,8.0,1
0,277,55.9,76.9,3.0,21.1,1
1,462,37.8,30.2,12.6,1.5,0
1,442,81.3,37.3,0.0,0.8,0
1,596,54.1,47.3,18.2,9.8,0
0,435,80.5,36.1,6.8,12.5,0
1,373,60.8,60.7,0.0,8.2,0
1,395,81.4,65.9,0.0,12.5,0
0,609,63.9,38.5,8.5,24.5,0
1,520,72.8,71.7,10.4,9.0,0
0,410,70.8,69.0,6.1,20.8,1
1,428,69.3,51.8,9.3,15.0,0
0,268,65.2,57.4,0.0,8.7,0
1,503,56.5,30.8,6.0,4.1,0
1,245,88.7,55.0,0.0,9.4,1
1,546,46.4,60.1,11.6,4.7,0
1,471,60.1,62.5,9.5,11.0,0
1,742,60.2,65.7,16.1,5.8,0
0,324,66.0,63.7,6.3,18.5,0
0,444,53.6,56.0,5.5,16.9,0
1,672,64.7,64.3,13.1,3.9,0
1,599,57.5,75.0,11.6,3.8,1
0,372,36.3,58.6,8.7,19.1,0
0,483,60.1,64.8,8.6,14.9,0
1,456,43.5,57.2,5.7,9.8,0
1,490,34.0,50.3,12.6,8.6,0
0,372,62.1,67.8,12.5,22.4,0
0,445,67.3,51.7,8.4,13.5,0
0,264,67.9,65.8,5.2,11.2,0
1,472,68.5,60.4,12.3,6.0,1
0,510,31.0,55.4,8.0,29.6,0
1,429,39.6,55.1,7.2,11.1,0
0,262,89.6,52.4,0.0,15.8,0
0,575,44.3,35.3,11.8,19.7,0
1,500,69.2,65.7,7.5,8.9,0
1,369,49.7,63.5,3.4,0.5,0
1,422,61.2,72.7,4.2,11.5,0
1,276,50.5,52.0,0.3,5.3,0
1,333,68.4,88.4,5.3,5.6,1
1,391,62.1,54.3,5.3,6.1,1
1,603,53.3,46.9,7.1,10.6,0
0,379,44.2,45.1,2.6,15.0,0
0,533,64.0,34.0,5.7,11.2,0
1,391,41.8,83.0,6.5,7.3,1
0,486,66.4,80.6,11.0,9.8,1
1,439,99.4,69.0,8.4,4.8,1
1,561,80.3,46.6,9.3,10.7,1
0,392,70.8,87.2,6.6,20.3,1
1,267,58.7,54.7,0.0,10.2,0
0,290,30.9,56.0,0.0,20.5,0
1,392,40.2,81.6,8.3,15.6,0
0,306,79.2,69.9,5.3,15.6,0
0,505,48.2,93.0,13.3,19.6,0
1,400,49.5,63.7,3.9,4.2,0
1,741,57.5,54.0,22.9,9.8,1
0,247,44.1,50.8,0.0,17.8,0
1,480,41.6,32.3,11.3,12.9,0
1,321,59.2,55.8,1.2,3.9,0
0,397,46.6,77.2,5.1,23.6,0
1,473,48.9,69.0,0.3,8.4,0
1,240,48.3,60.3,0.0,5.9,0
0,484,67.8,45.1,9.5,20.2,0
1,684,56.5,63.4,15.2,7.0,1
1,402,57.3,75.2,12.2,7.4,1
1,487,69.0,66.5,5.2,5.2,1
1,579,57.9,62.5,10.7,3.2,0
1,436,55.8,48.0,4.2,4.7,0
0,386,67.1,73.0,3.5,11.3,0
1,240,70.0,13.0,3.6,9.4,0
0,533,57.8,65.7,16.2,13.1,0
1,442,61.2,98.6,5.1,5.1,1
0,334,48.3,37.4,1.0,20.6,0
0,471,47.1,56.4,4.6,21.4,0
0,386,71.5,59.9,10.0,10.9,1
1,393,66.7,53.1,9.6,5.6,0
0,529,66.8,75.5,10.5,19.8,1
0,295,64.2,67.1,0.0,18.2,0
1,582,60.7,62.3,8.2,11.4,0
1,288,70.4,72.0,2.4,2.7,1
0,376,74.0,60.3,7.0,9.8,1
1,687,73.7,100.0,9.5,9.2,1
0,591,58.5,62.3,12.0,15.9,0
0,468,80.8,62.9,14.2,11.0,1
1,343,63.4,34.3,3.1,5.4,0
0,392,69.5,51.8,10.9,22.9,0
1,465,64.2,77.2,10.7,0.9,0
1,461,63.7,40.0,4.5,15.3,0
1,445,49.0,27.6,6.7,2.6,0
0,452,70.5,60.5,7.5,18.3,1
1,430,100.0,80.6,3.8,1.1,1
1,283,54.4,60.6,0.0,6.2,0
0,394,61.1,55.0,11.0,17.5,0
0,566,53.3,32.1,8.8,12.0,0
0,292,52.7,66.8,5.7,29.3,1
1,433,83.2,69.9,5.7,4.0,1
1,358,49.9,33.3,4.3,4.0,0
0,469,52.9,77.0,10.6,21.9,0
1,409,36.2,71.5,4.3,13.3,0
1,633,48.6,77.0,16.7,10.5,1
1,517,34.4,68.8,3.2,1.2,1
0,299,69.5,69.8,3.7,18.9,0
0,537,100.0,67.8,2.5,10.5,1
0,363,54.5,73.0,3.8,21.6,0
1,387,35.0,32.7,8.5,0.0,0
1,494,73.5,37.5,11.7,2.8,0
1,397,49.1,49.0,1.3,6.0,0
0,563,79.5,58.1,8.0,19.8,0
0,363,55.8,65.8,2.2,17.0,0
0,382,50.5,64.9,6.0,24.1,1
1,377,57.3,76.8,0.0,8.9,0
0,388,71.4,77.2,5.5,20.6,1
1,588,56.6,46.9,14.1,1.1,0
1,531,52.5,63.6,9.9,12.8,1
0,661,57.0,47.3,17.6,14.8,0
0,728,40.9,57.2,19.1,25.0,0
0,332,66.0,64.8,1.6,26.1,0
1,464,33.2,8.9,1.6,8.1,0
1,315,53.3,96.2,3.3,10.1,1
0,363,71.4,68.5,1.3,5.7,1
0,380,64.5,51.1,3.2,17.2,0
1,329,68.9,88.9,5.0,10.4,1
0,330,59.0,54.8,8.3,21.7,0
0,439,77.5,62.0,7.3,13.1,0
0,310,73.9,52.7,4.6,16.8,0
0,557,66.7,84.8,6.8,7.9,1
0,346,73.9,58.4,4.8,19.7,1
1,780,71.3,62.2,20.0,0.0,1
1,402,53.4,78.1,10.4,10.5,1
1,465,39.8,68.8,6.5,10.7,0
1,301,66.3,59.2,1.4,4.1,0
1,661,68.2,76.7,19.5,8.1,1
0,590,76.4,98.1,12.8,17.1,1
0,492,46.0,64.8,5.6,19.0,0
1,294,46.4,61.8,11.0,1.4,0
0,481,66.9,62.6,5.3,20.5,0
1,321,58.9,79.7,2.8,0.0,1
1,631,31.7,51.0,15.9,0.0,0
0,553,65.6,55.8,12.7,17.5,1
1,467,32.2,36.9,7.9,5.2,0
1,240,45.8,42.2,0.0,7.1,0
0,338,80.3,52.2,2.9,15.4,1
0,539,87.4,59.2,7.3,25.5,1
1,602,41.8,86.5,21.1,6.6,1
1,589,55.1,68.0,12.3,6.9,0
0,265,60.6,46.3,3.0,18.8,0
1,492,86.7,49.1,8.3,10.0,1
0,578,52.6,80.6,11.4,20.3,0
1,257,52.8,76.9,0.0,7.8,1
1,455,83.2,60.4,2.6,8.9,1
0,489,54.4,53.4,8.8,10.7,0
1,420,70.8,76.9,5.3,0.0,1
1,240,37.8,45.1,4.1,5.7,0
1,417,57.4,65.9,2.4,5.2,0
0,417,35.1,94.1,4.6,20.3,0
0,438,44.2,63.1,4.3,18.1,0
0,388,72.6,48.4,10.6,20.3,0
0,403,59.3,66.2,3.1,13.0,0
0,451,55.2,52.9,9.9,18.0,0
1,509,48.8,39.1,13.5,0.6,0
1,419,56.7,70.5,6.2,7.5,0
1,407,64.5,76.8,1.4,0.0,1
0,467,74.7,55.3,3.7,19.4,0
0,240,20.6,54.3,3.0,12.1,0
1,513,47.5,45.6,5.8,4.5,0
0,456,62.4,57.8,9.5,21.6,0
1,461,58.5,51.6,8.7,6.9,1
1,571,66.1,44.8,13.7,0.0,0
0,240,64.0,88.4,1.7,15.3,1
0,240,55.4,67.0,0.0,12.0,1
0,489,52.1,68.6,5.9,11.2,0
0,455,56.3,73.3,10.6,18.5,1
0,476,77.2,71.6,6.7,20.2,1
1,401,49.0,53.8,0.0,7.8,0
1,536,59.1,64.1,13.4,8.4,1
1,568,62.8,56.0,8.7,6.0,0
1,514,83.4,66.6,11.9,4.9,1
1,425,55.5,65.1,11.8,1.7,1
0,240,74.4,54.3,0.1,16.2,0
0,548,78.5,40.1,15.0,12.7,0
1,603,59.0,62.2,14.1,2.6,1
0,533,56.8,56.9,16.6,18.4,0
0,350,55.1,31.6,0.4,17.5,0
1,537,56.2,67.6,11.1,18.3,0
1,559,72.8,74.5,14.3,0.6,1
1,643,63.5,97.9,14.4,5.5,1
1,351,63.5,54.1,8.2,0.3,1
0,429,43.1,51.9,5.6,16.4,0
1,546,45.5,43.4,18.7,4.6,0
1,463,92.2,63.1,15.8,9.4,1
1,322,57.3,63.0,4.1,4.2,1
1,506,48.4,47.8,11.9,5.2,0
1,525,81.5,57.4,14.9,4.3,1
0,467,64.2,30.3,4.3,12.4,0
0,482,68.7,73.9,4.5,15.4,1
0,425,57.9,48.4,11.3,16.5,0
0,633,55.2,59.5,15.7,18.3,0
0,348,57.5,38.6,3.3,20.2,0
0,386,39.3,51.3,5.5,17.1,0
1,457,58.7,55.8,0.0,5.0,0
1,561,64.4,59.8,11.4,0.0,1
1,276,87.8,67.2,0.0,8.2,1
1,299,61.3,81.6,5.4,3.2,1
1,240,25.0,71.0,3.5,9.0,0
1,460,58.6,74.4,10.3,11.3,0
0,322,100.0,81.7,4.5,17.2,1
1,410,73.0,68.5,1.1,1.9,1
0,535,47.8,59.4,13.1,17.9,1
0,379,68.9,75.1,7.4,19.4,1
1,484,48.9,76.1,13.5,4.7,1
1,420,39.7,69.7,14.2,3.7,0
0,537,54.8,38.2,5.2,20.3,0
0,513,61.4,47.4,8.9,20.0,0
0,373,31.9,55.9,2.4,16.6,0
0,436,42.8,71.7,7.9,11.4,0
0,581,60.2,59.7,12.8,19.8,0
1,503,53.9,77.1,9.1,2.9,1
1,288,65.9,79.7,5.4,6.9,1
1,535,41.8,78.0,7.2,6.6,0
1,326,70.7,78.1,0.0,0.0,1
1,626,42.2,44.4,10.9,6.3,0
1,579,84.6,67.2,11.4,8.1,0
0,491,34.3,50.9,5.1,20.5,0
0,475,43.6,35.3,8.6,18.5,0
1,431,66.3,55.7,6.6,0.0,1
0,537,85.0,79.9,8.4,23.1,1
0,412,64.7,66.9,9.5,19.6,1
0,484,68.4,90.3,9.0,13.2,1
1,561,60.3,62.7,15.7,2.8,1
0,389,44.6,96.7,4.9,18.9,1
1,382,52.6,62.7,5.2,8.7,0
0,313,41.8,60.3,0.8,16.0,0
0,328,40.8,40.8,3.3,21.3,0
0,240,66.0,76.7,2.5,10.8,1
0,544,43.2,52.5,9.9,13.8,0
1,673,64.8,50.3,18.1,0.0,0
0,627,40.5,79.2,11.7,14.4,0
0,261,64.4,77.4,3.4,24.0,0
1,543,52.7,77.0,9.3,14.2,1
1,627,81.1,54.6,17.5,6.9,1
0,401,64.9,59.2,6.3,15.4,0
1,468,78.5,59.1,13.9,5.1,1
1,240,48.7,71.7,0.0,7.9,0
0,488,60.8,83.3,4.1,11.7,1
1,328,45.3,65.5,1.2,3.7,0
1,480,53.8,89.6,4.2,11.7,1
1,269,56.1,73.5,0.0,1.8,1
0,521,49.1,56.5,12.7,15.0,0
0,579,41.8,72.4,12.7,18.1,1
0,362,38.8,85.6,2.9,19.1,0
1,320,24.9,90.0,1.6,3.5,0
1,240,44.2,77.8,0.0,6.3,0
0,424,69.4,60.4,12.7,20.4,0
0,386,36.0,56.7,2.9,25.8,0
1,270,39.5,68.6,0.0,5.5,0
1,510,86.9,85.1,12.9,5.8,1
1,402,50.5,66.5,5.3,12.1,1
0,327,64.8,66.8,10.4,15.8,0
1,389,69.6,60.8,3.8,0.7,1
0,585,69.9,55.1,15.9,19.0,0
1,528,37.2,57.6,14.6,10.3,0
0,440,56.5,62.0,5.7,19.4,0
0,530,35.7,85.8,8.3,17.6,1
0,317,96.7,56.4,5.5,12.2,1
1,460,36.1,60.8,10.3,5.8,0
1,474,44.3,47.0,3.8,10.9,0
0,400,44.4,70.7,2.0,13.1,0
1,508,37.6,80.5,1.2,5.0,0
0,362,80.3,84.4,6.7,16.5,1
0,517,96.3,63.1,9.5,15.2,1
0,522,52.9,68.6,10.0,19.0,0
1,240,40.2,57.7,0.0,7.8,0
0,599,26.4,67.9,9.6,19.7,0
1,240,56.3,64.7,0.0,2.1,1
0,382,55.3,60.9,3.0,11.4,0
0,579,50.2,62.1,13.1,19.0,0
0,418,63.3,66.8,8.7,16.0,1
1,280,65.9,55.6,9.4,13.4,1
0,325,64.8,56.4,3.1,25.5,0
1,579,55.3,85.6,16.6,14.0,1
1,240,43.5,100.0,0.0,2.2,0
0,591,70.0,41.9,7.3,20.3,0
1,449,60.2,41.1,6.6,9.5,0
1,313,73.3,45.6,0.0,9.0,0
0,386,71.9,58.5,5.5,16.6,1
0,334,38.7,73.4,0.8,23.1,0
0,560,38.5,68.9,5.2,18.0,0
1,544,48.7,62.6,17.5,6.5,1
0,250,44.2,67.9,0.0,11.8,0
1,408,71.3,49.6,0.6,8.6,1
1,352,65.3,56.3,7.4,5.0,1
1,611,76.5,59.7,11.4,7.9,1
0,294,65.9,36.2,5.8,18.9,0
1,649,63.1,42.6,12.8,6.7,0
0,452,78.0,43.2,6.1,17.8,0
0,317,67.0,71.5,4.1,21.1,1
0,375,61.0,63.7,7.1,17.2,0
0,360,82.2,69.2,7.2,12.2,1
0,303,61.7,32.4,2.1,20.3,0
0,467,55.4,37.7,10.4,14.8,0
0,309,47.4,69.9,5.2,12.7,0
0,240,70.5,18.3,0.7,13.9,0
1,410,78.6,78.4,5.9,7.1,1
0,240,59.2,32.7,0.0,17.6,0
1,366,79.6,72.7,6.8,0.0,1
1,347,30.4,46.7,4.2,4.5,0
1,351,59.2,75.7,2.7,10.7,1
1,696,59.4,100.0,21.6,4.2,1
1,463,49.1,25.9,3.4,5.3,0
1,485,95.8,70.4,15.0,10.2,1
1,243,59.0,32.9,0.0,9.2,0
1,378,53.9,66.4,6.3,10.1,0
0,482,60.4,56.9,7.7,6.9,0
0,333,30.0,61.9,0.0,24.9,0
1,565,48.6,46.3,11.7,8.5,0
0,312,74.7,71.7,3.9,27.8,1
1,422,50.6,38.3,9.2,2.9,0
0,386,47.6,78.6,4.8,10.9,0
0,476,79.6,53.9,1.2,18.0,0
1,379,80.1,39.0,0.0,4.9,0
1,423,67.8,83.9,14.1,8.6,1
1,428,53.2,59.0,3.2,10.3,0
0,368,56.4,88.6,9.8,17.7,1
1,514,47.9,78.3,7.0,5.0,1
1,485,45.1,48.0,8.5,8.1,1
1,445,44.3,58.7,9.9,5.0,0
1,404,50.7,61.8,3.3,4.6,0
1,552,44.5,82.9,17.3,10.1,1
1,428,36.5,66.6,7.3,11.0,0
0,419,63.3,62.6,8.3,22.3,0
1,469,63.5,57.0,7.6,5.3,1
1,660,85.5,59.2,18.0,0.0,1
1,295,50.0,79.6,7.6,5.4,0
1,548,64.4,60.1,11.1,3.0,0
1,240,64.7,54.1,6.1,5.5,0
0,482,56.2,51.5,6.9,15.3,0
1,645,71.2,51.7,17.9,5.9,0
0,515,71.6,39.0,12.0,13.8,0
0,476,64.9,48.7,5.1,12.9,0
1,389,56.2,82.5,6.3,10.9,1
1,460,54.6,56.9,8.3,2.1,0
0,426,39.5,70.6,4.0,18.0,0
0,362,47.9,22.8,5.8,21.8,0
0,421,50.7,68.5,7.3,21.7,0
0,480,43.1,57.6,8.7,21.2,0
0,364,66.6,52.8,4.4,19.2,0
0,359,77.9,62.7,4.2,20.9,1
1,293,46.4,52.6,0.7,11.5,0
1,503,64.3,28.1,10.3,7.7,0
1,521,44.5,73.8,8.3,0.0,1
0,484,55.4,63.6,18.4,15.9,0
0,572,49.6,55.3,7.5,20.8,1
0,467,69.0,45.5,6.4,15.5,1
1,503,49.8,38.0,8.1,12.5,0
0,492,75.2,63.4,16.6,17.7,0
0,445,56.3,84.2,3.1,18.3,1
0,392,50.3,63.0,7.2,22.5,0
1,722,41.2,39.3,18.9,5.3,0
0,402,63.8,63.4,7.2,18.7,0
0,376,73.4,59.2,9.4,21.6,0
1,508,64.1,73.0,14.3,0.1,1
1,486,93.6,69.1,7.7,4.9,1
0,287,81.4,15.2,2.5,21.3,0
0,591,55.4,68.2,6.6,18.3,1
1,445,55.2,44.9,8.0,11.9,0
1,323,67.0,38.7,0.3,0.0,0
1,599,47.4,57.2,12.8,0.0,1
0,531,77.5,66.2,5.0,21.1,1
0,304,65.4,35.4,3.8,21.5,0
1,669,63.8,70.6,10.2,5.2,1
0,535,70.3,71.5,11.6,19.6,1
0,455,85.8,60.7,3.8,21.0,1
1,647,62.6,47.0,12.3,2.7,0
1,475,58.3,45.3,12.9,3.2,0
0,453,82.6,75.4,10.0,18.8,0
1,377,74.5,37.3,9.2,9.6,0
0,526,55.2,76.0,16.2,13.3,0
1,513,60.1,57.5,7.5,5.2,0
1,458,62.9,58.6,13.4,5.0,1
0,361,65.4,34.4,0.0,19.7,0
1,472,39.7,57.8,11.3,6.0,0
0,448,36.9,69.2,6.1,15.8,0
1,296,46.7,40.0,0.0,11.0,0
0,279,45.5,67.5,3.6,15.8,0
0,524,50.3,61.3,14.0,16.8,0
1,240,69.5,50.3,3.2,0.0,0
1,481,57.5,72.8,9.8,3.1,0
0,399,62.9,27.0,6.4,20.1,0
1,613,41.6,65.2,15.8,7.3,0
1,397,53.1,84.3,6.9,8.4,1
0,535,68.8,81.6,13.0,20.2,1
1,408,68.9,65.8,7.0,14.4,1
1,470,49.1,55.5,11.6,3.0,0
0,544,62.4,50.5,5.7,11.5,0
0,400,93.0,55.5,5.6,13.8,0
1,576,59.7,68.2,7.7,3.2,1
0,337,49.6,47.9,4.6,14.1,0
1,491,57.4,71.4,15.2,6.4,1
1,567,61.4,92.0,10.6,11.0,1
0,535,57.7,59.1,11.5,24.2,0
0,686,59.5,39.8,19.4,20.0,0
1,364,38.3,39.8,0.0,14.6,0
0,291,45.6,71.6,0.1,16.6,0
0,337,57.8,59.1,4.9,11.5,0
1,535,57.5,73.2,0.9,10.2,1
1,516,51.5,52.0,6.9,0.0,0
1,468,57.3,72.5,12.4,3.0,1
1,321,60.9,57.6,6.6,8.1,1
1,548,73.3,49.0,12.9,5.6,0
0,309,58.5,54.0,5.7,17.2,0
1,595,66.0,42.0,14.1,1.3,1
1,780,51.9,89.8,22.2,6.0,1
1,500,68.6,58.6,8.6,10.0,0
1,526,65.6,69.7,11.1,6.1,1
0,397,73.0,51.9,3.7,14.7,0
1,240,70.7,44.2,4.4,1.0,0
0,384,68.8,56.5,10.7,14.8,0
1,325,58.5,76.5,8.0,7.6,0
0,282,63.7,52.2,0.2,19.4,0
0,663,76.0,46.9,12.5,14.8,0
0,489,50.2,62.3,13.8,9.2,1
1,502,50.6,67.5,11.7,7.7,0
1,419,62.7,84.6,7.9,2.4,1
0,435,66.2,65.3,5.1,20.8,1
0,572,47.6,69.7,13.9,15.0,0
0,452,58.9,70.8,4.2,14.0,1
0,520,58.6,42.7,12.7,18.6,0
1,432,26.8,45.6,12.0,15.4,0
0,415,56.7,43.7,12.3,21.0,0
0,287,57.6,40.0,4.2,18.5,0
0,240,57.6,71.9,0.0,19.4,0
0,425,81.2,64.4,7.6,11.0,1
1,463,41.8,61.2,15.8,1.5,1
1,302,47.6,21.1,0.0,0.0,0
0,452,20.8,90.8,7.7,24.9,0
1,462,52.8,46.6,13.3,12.1,0
0,240,54.1,90.8,2.2,19.6,0
0,346,52.4,38.3,12.7,18.5,0
0,505,76.6,47.8,7.4,11.8,0
0,502,72.9,27.0,6.4,17.1,0
0,318,61.2,65.4,7.2,25.2,1
1,475,54.4,43.5,4.6,6.5,0
1,579,75.4,43.9,12.0,3.7,0
1,549,59.7,39.4,11.4,0.0,0
0,445,47.7,71.7,11.3,23.5,0
0,400,34.3,70.7,8.1,17.7,0
0,380,53.4,87.2,6.9,11.0,0
0,512,71.3,49.7,8.8,14.3,0
0,479,94.1,63.3,13.2,12.9,1
1,532,60.9,40.7,25.0,5.5,0
1,472,48.5,55.0,11.1,6.8,0
1,554,42.2,52.2,12.1,4.0,0
1,467,68.3,67.0,4.0,9.1,1
1,550,33.5,75.3,9.4,6.3,0
1,560,68.3,74.9,11.3,10.2,0
0,359,72.3,47.4,2.6,16.6,0
1,240,66.5,75.0,0.0,18.2,0
1,641,56.7,59.3,21.3,3.7,0
1,487,68.5,55.1,13.6,2.4,1
1,250,62.6,49.4,0.0,1.9,0
0,370,48.3,51.6,0.7,17.2,0
1,549,87.8,86.1,16.3,0.0,1
0,422,54.7,64.6,6.7,19.2,0
1,395,71.6,62.6,0.0,0.0,0
1,624,23.7,56.1,16.9,6.6,0
1,330,79.1,96.7,7.0,0.6,1
0,360,82.0,79.6,0.0,16.5,1
1,481,60.4,49.2,6.2,8.4,0
1,503,68.4,55.9,9.5,15.2,0
0,516,68.4,56.8,12.9,13.7,1
0,565,50.4,62.2,10.4,17.4,0
1,480,68.2,49.5,6.1,3.1,1
1,515,47.9,66.6,12.8,2.5,1
1,425,50.9,81.8,5.3,3.1,1
1,464,76.9,40.3,10.3,9.3,1
0,469,74.6,43.1,4.7,16.0,0
1,482,49.4,52.8,4.3,15.0,0
0,549,49.0,53.4,14.2,19.7,0
1,523,50.3,90.0,11.5,2.0,1
0,461,71.0,75.0,11.5,16.5,1
1,359,45.0,74.2,2.6,2.8,0
0,464,65.4,56.0,5.6,21.2,0
1,453,71.2,55.7,12.7,0.0,1
0,479,58.7,38.2,3.6,12.6,0
0,721,75.2,71.7,22.4,15.6,1
1,393,55.4,67.4,10.4,8.7,0
0,507,56.8,79.3,13.0,22.9,0
1,584,45.3,56.8,10.5,11.5,0
1,468,75.3,57.9,5.7,8.1,1
1,737,48.5,62.6,17.9,5.7,0
0,411,65.2,73.4,1.9,21.2,0
0,495,58.9,37.9,6.2,13.4,0
0,360,44.2,71.0,6.8,10.6,1
1,414,50.9,59.7,8.8,7.7,0
1,486,80.7,44.1,5.5,2.0,1
1,558,63.0,28.7,14.3,5.7,0
1,494,44.9,58.0,11.1,6.5,1
0,607,64.6,81.7,19.1,19.0,1
0,445,57.8,85.1,9.7,21.8,0
0,416,100.0,65.3,10.3,21.3,1
0,780,64.3,89.4,21.9,18.8,1
0,503,54.3,59.4,13.3,16.2,0
0,370,81.3,74.3,0.4,18.4,0
0,373,32.4,53.2,4.5,15.6,0
0,343,61.4,52.3,3.7,17.2,0
1,568,89.9,49.8,11.5,16.5,1
1,412,58.3,29.1,8.0,6.7,0
1,471,34.0,79.3,10.9,7.8,0
0,448,54.1,50.4,9.2,15.2,0
0,544,81.8,48.0,10.8,22.1,0
0,354,65.6,42.3,1.7,21.0,0
0,327,47.4,56.9,7.1,21.1,0
1,483,49.7,86.5,10.3,6.9,1
1,528,51.6,91.4,7.2,10.1,0
0,496,65.4,35.1,8.9,23.1,0
0,359,80.1,54.7,0.0,19.1,1
0,537,75.8,44.5,11.3,17.5,0
0,367,66.8,74.8,4.1,21.6,1
1,393,40.0,64.3,3.7,2.4,0
1,343,40.1,50.5,9.4,3.1,0
1,612,68.0,61.1,9.9,5.8,1
1,532,39.8,52.8,13.4,0.0,1
1,529,56.6,84.2,18.5,9.3,1
1,606,64.6,68.2,17.5,2.1,1
1,780,42.9,70.0,20.1,4.1,0
1,251,44.6,20.0,0.0,5.1,0
0,367,58.6,59.0,0.0,18.2,0
1,382,67.6,91.2,3.9,4.6,1
1,354,75.9,79.9,1.9,5.7,1
1,327,69.1,32.3,0.7,5.8,0
1,420,61.1,55.3,5.6,4.2,1
1,310,48.8,42.0,2.3,2.9,0
1,496,43.9,85.7,11.3,10.3,0
0,462,52.3,63.7,4.0,9.6,0
1,514,66.1,48.5,7.9,5.2,1
1,517,65.0,60.5,9.8,4.1,1
1,528,28.5,20.9,10.1,7.7,0
0,411,48.2,43.7,12.8,12.2,0
1,711,78.1,60.5,18.5,4.0,0
0,484,61.2,72.7,3.5,17.6,0
0,240,38.7,30.9,1.5,22.3,0
1,336,95.3,54.3,5.5,7.3,1
1,247,59.6,75.1,0.0,1.3,1
1,458,65.8,38.2,3.9,4.1,0
0,441,66.0,63.4,13.7,21.5,0
1,400,54.5,61.0,2.2,1.2,0
1,697,49.1,85.7,19.5,5.7,0
1,522,91.8,56.5,11.3,6.0,1
1,543,75.0,57.4,13.5,4.5,1
0,344,72.3,72.8,9.9,28.8,0
1,336,68.6,40.1,5.6,4.3,0
0,460,45.0,56.7,6.3,19.8,0
1,477,79.2,53.2,12.7,2.9,1
0,240,47.4,57.9,0.0,20.1,0
0,434,64.2,72.7,7.9,21.5,1
1,458,35.4,68.3,3.6,3.6,0
1,430,29.4,48.8,3.5,5.8,0
1,358,64.8,62.1,4.6,2.4,1
1,391,47.9,82.4,7.0,1.4,0
1,435,30.2,47.5,1.3,10.1,0
0,467,68.1,62.2,10.2,15.8,1
0,529,91.8,57.1,8.0,8.3,1
0,586,80.8,59.1,17.4,25.1,0
0,421,56.1,35.5,5.5,14.8,0
0,401,60.1,81.2,2.1,17.0,1
1,509,73.3,48.4,10.3,12.6,1
1,529,76.8,75.4,7.6,5.4,1
1,404,54.8,50.7,10.6,5.3,0
0,551,60.5,50.6,11.7,13.1,0
1,574,64.5,78.2,12.0,0.0,1
1,611,68.3,74.9,16.0,5.3,1
1,669,58.0,63.1,12.6,7.5,1
0,352,58.2,71.4,0.0,19.2,0
0,458,80.7,55.7,9.6,16.1,0
1,457,78.1,59.9,4.3,6.1,1
0,444,67.2,50.1,3.8,10.7,0
0,378,85.8,73.6,8.1,19.8,0
0,278,54.2,49.6,3.3,18.6,0
1,467,84.3,82.3,4.1,13.9,1
1,364,68.1,55.3,2.5,6.0,0
0,466,100.0,60.3,5.3,14.2,1
0,361,42.1,71.4,10.7,17.8,0
1,324,49.7,60.4,6.3,4.7,0
1,484,66.3,55.5,7.7,7.7,0
1,474,66.0,59.5,10.8,6.1,1
0,526,89.3,73.4,6.0,13.0,1
1,718,50.0,50.1,15.6,0.0,0
0,489,73.6,58.1,9.7,19.1,1
1,514,77.4,60.2,11.9,11.5,1
0,327,70.6,73.0,2.9,18.3,1
0,302,45.6,58.5,3.2,21.3,0
