jahr,tag_im_jahr,wochentag,naehe_ferien_fr,naehe_ferien_be,naehe_ferien_de,naehe_ferien_nl,regen,ueberdurchschnittlich
2,168,6,0.0,0.0,0.0,0.0,0,0
2,169,0,0.0,0.0,0.0,0.0,1,0
2,170,1,0.0,0.0,0.0,0.0,1,0
2,171,2,0.0,0.0,0.0,0.0,1,1
2,172,3,0.0,0.0,0.0,0.0,0,0
2,173,4,0.0,0.0,0.0,0.0,0,1
2,174,5,0.0,0.0,0.0,0.0,0,0
2,175,6,0.0,0.0,0.0,0.0,1,0
2,176,0,0.0,0.0,0.0,0.0,0,0
2,177,1,0.0,0.0,0.0,0.0,0,0
2,178,2,0.0,0.0,0.0,0.0,1,0
2,179,3,0.0,0.0,0.0,0.0,1,0
2,180,4,0.0,0.0,0.0,0.0,1,0
2,181,5,0.0,0.0,0.0,0.033,0,0
2,182,6,0.0,0.0,0.0,0.067,1,1
2,183,0,0.0,0.0,0.0,0.1,1,0
2,184,1,0.0,0.0,0.0,0.133,0,1
2,185,2,0.0,0.0,0.0,0.167,1,1
2,186,3,0.0,0.0,0.0,0.2,0,0
2,187,4,0.0,0.0,0.0,0.233,0,1
2,188,5,0.033,0.0,0.0,0.267,0,0
2,189,6,0.067,0.0,0.0,0.3,0,1
2,190,0,0.1,0.0,0.0,0.333,0,0
2,191,1,0.133,0.0,0.0,0.367,0,1
2,192,2,0.167,0.0,0.0,0.4,1,0
2,193,3,0.2,0.0,0.0,0.433,0,1
2,194,4,0.233,0.0,0.0,0.467,0,1
2,195,5,0.267,0.0,0.0,0.5,1,1
2,196,6,0.3,0.0,0.0,0.533,0,1
2,197,0,0.333,0.0,0.0,0.567,0,1
2,198,1,0.367,0.0,0.0,0.6,0,1
2,199,2,0.4,0.033,0.0,0.633,1,1
2,200,3,0.433,0.067,0.0,0.667,0,1
2,201,4,0.467,0.1,0.0,0.7,1,1
2,202,5,0.5,0.133,0.0,0.733,0,1
2,203,6,0.533,0.167,0.0,0.767,0,1
2,204,0,0.567,0.2,0.0,0.8,0,1
2,205,1,0.6,0.233,0.0,0.833,0,1
2,206,2,0.633,0.267,0.033,0.867,0,1
2,207,3,0.667,0.3,0.067,0.9,0,1
2,208,4,0.7,0.333,0.1,0.933,0,1
2,209,5,0.733,0.367,0.133,0.967,1,1
2,210,6,0.767,0.4,0.167,1.0,1,1
2,211,0,0.8,0.433,0.2,0.967,0,1
2,212,1,0.833,0.467,0.233,0.933,1,1
2,213,2,0.867,0.5,0.267,0.9,1,1
2,214,3,0.9,0.533,0.3,0.867,0,1
2,215,4,0.933,0.567,0.333,0.833,1,1
2,216,5,0.967,0.6,0.367,0.8,0,1
2,217,6,1.0,0.633,0.4,0.767,0,1
2,218,0,0.967,0.667,0.433,0.733,0,1
2,219,1,0.933,0.7,0.467,0.7,1,1
2,220,2,0.9,0.733,0.5,0.667,0,1
2,221,3,0.867,0.767,0.533,0.633,1,1
2,222,4,0.833,0.8,0.567,0.6,0,1
2,223,5,0.8,0.833,0.6,0.567,1,1
2,224,6,0.767,0.867,0.633,0.533,0,1
2,225,0,0.733,0.9,0.667,0.5,1,1
2,226,1,0.7,0.933,0.7,0.467,1,1
2,227,2,0.667,0.967,0.733,0.433,1,1
2,228,3,0.633,1.0,0.767,0.4,0,1
2,229,4,0.6,0.967,0.8,0.367,1,1
2,230,5,0.567,0.933,0.833,0.333,0,1
2,231,6,0.533,0.9,0.867,0.3,0,1
2,232,0,0.5,0.867,0.9,0.267,0,1
2,233,1,0.467,0.833,0.933,0.233,0,1
2,234,2,0.433,0.8,0.967,0.2,0,1
2,235,3,0.4,0.767,1.0,0.167,0,1
2,236,4,0.367,0.733,0.967,0.133,0,1
2,237,5,0.333,0.7,0.933,0.1,0,1
2,238,6,0.3,0.667,0.9,0.067,0,1
2,239,0,0.267,0.633,0.867,0.033,0,1
2,240,1,0.233,0.6,0.833,0.0,0,1
2,241,2,0.2,0.567,0.8,0.0,0,1
2,242,3,0.167,0.533,0.767,0.0,1,1
2,243,4,0.133,0.5,0.733,0.0,1,1
2,244,5,0.1,0.467,0.7,0.0,0,1
2,245,6,0.067,0.433,0.667,0.0,0,1
2,246,0,0.033,0.4,0.633,0.0,1,1
2,247,1,0.0,0.367,0.6,0.0,0,0
2,248,2,0.0,0.333,0.567,0.0,0,0
2,249,3,0.0,0.3,0.533,0.0,1,1
2,250,4,0.0,0.267,0.5,0.0,0,0
2,251,5,0.0,0.233,0.467,0.0,0,1
2,252,6,0.0,0.2,0.433,0.0,0,1
2,253,0,0.0,0.167,0.4,0.0,0,1
2,254,1,0.0,0.133,0.367,0.0,0,1
2,255,2,0.0,0.1,0.333,0.0,0,1
2,256,3,0.0,0.067,0.3,0.0,1,1
2,257,4,0.0,0.033,0.267,0.0,0,1
2,258,5,0.0,0.0,0.233,0.0,0,1
2,259,6,0.0,0.0,0.2,0.0,0,1
2,260,0,0.0,0.0,0.167,0.0,0,1
2,261,1,0.0,0.0,0.133,0.0,0,0
2,262,2,0.0,0.0,0.1,0.0,0,1
2,263,3,0.0,0.0,0.067,0.0,0,0
2,264,4,0.0,0.0,0.033,0.0,0,0
2,265,5,0.0,0.0,0.0,0.0,1,1
2,266,6,0.0,0.0,0.0,0.0,0,0
2,267,0,0.0,0.0,0.0,0.0,0,1
2,268,1,0.0,0.0,0.0,0.0,0,0
2,269,2,0.0,0.0,0.0,0.0,0,1
2,270,3,0.0,0.0,0.0,0.0,0,1
2,271,4,0.0,0.0,0.0,0.0,0,0
2,272,5,0.0,0.0,0.0,0.0,1,1
2,273,6,0.0,0.0,0.0,0.0,0,1
2,274,0,0.0,0.0,0.0,0.0,0,1
2,275,1,0.0,0.0,0.0,0.0,0,1
2,276,2,0.0,0.0,0.0,0.0,1,0
2,277,3,0.0,0.0,0.0,0.0,0,1
2,278,4,0.0,0.0,0.0,0.0,1,1
2,279,5,0.0,0.0,0.0,0.0,0,0
2,280,6,0.0,0.0,0.0,0.0,0,1
2,281,0,0.0,0.0,0.0,0.0,1,0
2,282,1,0.0,0.0,0.0,0.0,0,1
2,283,2,0.0,0.0,0.0,0.0,0,0
2,284,3,0.0,0.0,0.0,0.0,0,0
2,285,4,0.0,0.0,0.0,0.0,0,0
2,286,5,0.0,0.0,0.0,0.0,1,1
2,287,6,0.0,0.0,0.0,0.0,0,1
2,288,0,0.0,0.0,0.0,0.0,0,0
2,289,1,0.0,0.0,0.0,0.0,0,0
2,290,2,0.0,0.0,0.0,0.0,0,0
2,291,3,0.0,0.0,0.0,0.0,0,0
2,292,4,0.0,0.0,0.0,0.0,0,0
2,293,5,0.0,0.0,0.0,0.0,0,1
2,294,6,0.0,0.0,0.0,0.0,0,1
2,295,0,0.0,0.0,0.0,0.0,0,1
2,296,1,0.0,0.0,0.0,0.0,0,1
2,297,2,0.0,0.0,0.0,0.0,1,0
2,298,3,0.0,0.0,0.0,0.0,1,0
2,299,4,0.0,0.0,0.0,0.0,1,1
2,300,5,0.0,0.0,0.0,0.0,0,0
2,301,6,0.0,0.0,0.0,0.0,1,1
2,302,0,0.0,0.0,0.0,0.0,1,0
2,303,1,0.0,0.0,0.0,0.0,1,1
2,304,2,0.0,0.0,0.0,0.0,0,1
2,305,3,0.0,0.0,0.0,0.0,0,1
2,306,4,0.0,0.0,0.0,0.0,0,1
2,307,5,0.0,0.0,0.0,0.0,0,1
2,308,6,0.0,0.0,0.0,0.0,1,1
2,309,0,0.0,0.0,0.0,0.0,0,0
2,310,1,0.0,0.0,0.0,0.0,0,0
2,311,2,0.0,0.0,0.0,0.0,1,0
2,312,3,0.0,0.0,0.0,0.0,0,0
2,313,4,0.0,0.0,0.0,0.0,0,0
2,314,5,0.0,0.0,0.0,0.0,0,0
2,315,6,0.0,0.0,0.0,0.0,0,1
2,316,0,0.0,0.0,0.0,0.0,0,0
2,317,1,0.0,0.0,0.0,0.0,0,1
2,318,2,0.0,0.0,0.0,0.0,0,0
2,319,3,0.0,0.0,0.0,0.0,0,0
2,320,4,0.0,0.0,0.0,0.0,0,0
2,321,5,0.0,0.0,0.0,0.0,0,1
2,322,6,0.0,0.0,0.0,0.0,0,0
2,323,0,0.0,0.0,0.0,0.0,0,1
2,324,1,0.0,0.0,0.0,0.0,1,0
2,325,2,0.0,0.0,0.0,0.0,0,0
2,326,3,0.0,0.0,0.0,0.0,0,1
2,327,4,0.0,0.0,0.0,0.0,0,0
2,328,5,0.0,0.0,0.0,0.0,0,1
2,329,6,0.0,0.0,0.0,0.0,0,0
2,330,0,0.0,0.0,0.0,0.0,0,0
2,331,1,0.0,0.0,0.0,0.0,0,1
2,332,2,0.0,0.0,0.0,0.0,0,0
2,333,3,0.0,0.0,0.0,0.0,0,1
2,334,4,0.0,0.0,0.0,0.0,1,0
2,335,5,0.0,0.0,0.0,0.0,0,1
2,336,6,0.0,0.0,0.0,0.0,0,0
2,337,0,0.0,0.0,0.0,0.0,0,1
2,338,1,0.0,0.0,0.0,0.0,1,0
2,339,2,0.0,0.0,0.0,0.0,1,0
2,340,3,0.0,0.0,0.0,0.0,0,0
2,341,4,0.0,0.0,0.0,0.0,0,0
2,342,5,0.0,0.0,0.0,0.0,0,1
2,343,6,0.0,0.0,0.0,0.0,0,1
2,344,0,0.0,0.0,0.0,0.0,0,1
2,345,1,0.0,0.0,0.0,0.0,0,0
2,346,2,0.0,0.0,0.0,0.0,0,0
2,347,3,0.0,0.0,0.0,0.0,1,0
2,348,4,0.0,0.0,0.0,0.0,1,1
2,349,5,0.0,0.0,0.0,0.0,0,1
2,350,6,0.0,0.0,0.0,0.0,0,0
2,351,0,0.0,0.0,0.0,0.0,1,1
2,352,1,0.0,0.0,0.0,0.0,0,1
2,353,2,0.0,0.0,0.0,0.0,0,1
2,354,3,0.0,0.0,0.0,0.0,1,1
2,355,4,0.0,0.0,0.0,0.0,1,1
2,356,5,0.0,0.0,0.0,0.0,0,0
2,357,6,0.0,0.0,0.0,0.0,1,0
2,358,0,0.0,0.0,0.0,0.0,0,0
2,359,1,0.0,0.0,0.0,0.0,1,0
2,360,2,0.0,0.0,0.0,0.0,1,0
2,361,3,0.0,0.0,0.0,0.0,0,0
2,362,4,0.0,0.0,0.0,0.0,0,1
2,363,5,0.0,0.0,0.0,0.0,0,1
2,364,6,0.0,0.0,0.0,0.0,1,1
2,365,0,0.0,0.0,0.0,0.0,1,1
3,1,0,0.0,0.0,0.0,0.0,1,0
3,2,1,0.0,0.0,0.0,0.0,0,1
3,3,2,0.0,0.0,0.0,0.0,0,0
3,4,3,0.0,0.0,0.0,0.0,0,0
3,5,4,0.0,0.0,0.0,0.0,0,0
3,6,5,0.0,0.0,0.0,0.0,0,1
3,7,6,0.0,0.0,0.0,0.0,1,1
3,8,0,0.0,0.0,0.0,0.0,0,0
3,9,1,0.0,0.0,0.0,0.0,0,0
3,10,2,0.0,0.0,0.0,0.0,1,1
3,11,3,0.0,0.0,0.0,0.0,0,1
3,12,4,0.0,0.0,0.0,0.0,0,0
3,13,5,0.0,0.0,0.0,0.0,0,0
3,14,6,0.0,0.0,0.0,0.0,1,1
3,15,0,0.0,0.0,0.0,0.0,0,0
3,16,1,0.0,0.0,0.0,0.0,0,0
3,17,2,0.0,0.0,0.0,0.0,0,1
3,18,3,0.0,0.0,0.0,0.0,0,1
3,19,4,0.0,0.0,0.0,0.0,1,0
3,20,5,0.0,0.0,0.0,0.0,0,0
3,21,6,0.0,0.0,0.0,0.0,0,0
3,22,0,0.0,0.0,0.0,0.0,0,1
3,23,1,0.0,0.0,0.0,0.0,0,0
3,24,2,0.0,0.0,0.0,0.0,0,1
3,25,3,0.0,0.0,0.0,0.0,1,1
3,26,4,0.0,0.0,0.0,0.0,0,1
3,27,5,0.0,0.0,0.0,0.0,0,1
3,28,6,0.0,0.0,0.0,0.0,1,0
3,29,0,0.0,0.0,0.0,0.0,1,1
3,30,1,0.0,0.0,0.0,0.0,0,1
3,31,2,0.0,0.0,0.0,0.0,0,0
3,32,3,0.0,0.0,0.0,0.0,1,0
3,33,4,0.0,0.0,0.0,0.0,0,0
3,34,5,0.0,0.0,0.0,0.0,0,1
3,35,6,0.0,0.0,0.0,0.0,0,0
3,36,0,0.0,0.0,0.0,0.0,0,1
3,37,1,0.0,0.0,0.0,0.0,0,0
3,38,2,0.0,0.0,0.0,0.0,0,1
3,39,3,0.0,0.0,0.0,0.0,0,0
3,40,4,0.0,0.0,0.0,0.0,0,1
3,41,5,0.0,0.0,0.0,0.0,0,1
3,42,6,0.0,0.0,0.0,0.0,0,1
3,43,0,0.0,0.0,0.0,0.0,0,0
3,44,1,0.0,0.0,0.0,0.0,0,1
3,45,2,0.0,0.0,0.0,0.0,1,0
3,46,3,0.0,0.0,0.0,0.0,0,0
3,47,4,0.0,0.0,0.0,0.0,0,0
3,48,5,0.0,0.0,0.0,0.0,0,0
3,49,6,0.0,0.0,0.0,0.0,0,1
3,50,0,0.0,0.0,0.0,0.0,0,0
3,51,1,0.0,0.0,0.0,0.0,0,0
3,52,2,0.0,0.0,0.0,0.0,1,0
3,53,3,0.0,0.0,0.0,0.0,0,1
3,54,4,0.0,0.0,0.0,0.0,1,1
3,55,5,0.0,0.0,0.0,0.0,0,0
3,56,6,0.0,0.0,0.0,0.0,0,1
3,57,0,0.0,0.0,0.0,0.0,1,0
3,58,1,0.0,0.0,0.0,0.0,0,0
3,59,2,0.0,0.0,0.0,0.0,1,1
3,60,3,0.0,0.0,0.0,0.0,0,1
3,61,4,0.0,0.0,0.0,0.0,1,0
3,62,5,0.0,0.0,0.0,0.0,0,1
3,63,6,0.0,0.0,0.0,0.0,0,0
3,64,0,0.0,0.0,0.0,0.0,0,0
3,65,1,0.0,0.0,0.0,0.0,0,1
3,66,2,0.0,0.0,0.0,0.0,0,0
3,67,3,0.0,0.0,0.0,0.0,0,1
3,68,4,0.0,0.0,0.0,0.0,0,1
3,69,5,0.0,0.0,0.0,0.0,0,1
3,70,6,0.0,0.0,0.0,0.0,0,1
3,71,0,0.0,0.0,0.0,0.0,0,0
3,72,1,0.0,0.0,0.0,0.0,1,0
3,73,2,0.0,0.0,0.0,0.0,0,0
3,74,3,0.0,0.0,0.0,0.0,0,0
3,75,4,0.0,0.0,0.0,0.0,0,1
3,76,5,0.0,0.0,0.0,0.0,0,0
3,77,6,0.0,0.0,0.0,0.0,1,0
3,78,0,0.0,0.0,0.0,0.0,1,1
3,79,1,0.0,0.0,0.0,0.0,1,0
3,80,2,0.0,0.0,0.0,0.0,0,0
3,81,3,0.0,0.0,0.0,0.0,0,0
3,82,4,0.0,0.0,0.0,0.0,1,0
3,83,5,0.0,0.0,0.0,0.0,0,0
3,84,6,0.0,0.0,0.0,0.0,1,0
3,85,0,0.0,0.0,0.0,0.0,0,0
3,86,1,0.0,0.0,0.0,0.0,0,0
3,87,2,0.0,0.0,0.0,0.0,0,0
3,88,3,0.0,0.0,0.0,0.0,1,1
3,89,4,0.0,0.0,0.0,0.0,0,0
3,90,5,0.0,0.0,0.0,0.0,1,0
3,91,6,0.0,0.0,0.0,0.0,1,1
3,92,0,0.0,0.0,0.0,0.0,0,0
3,93,1,0.0,0.0,0.0,0.0,0,1
3,94,2,0.0,0.0,0.0,0.0,1,0
3,95,3,0.0,0.0,0.0,0.0,0,0
3,96,4,0.0,0.0,0.0,0.0,0,1
3,97,5,0.0,0.0,0.0,0.0,1,0
3,98,6,0.0,0.0,0.0,0.0,0,1
3,99,0,0.0,0.0,0.0,0.0,0,0
3,100,1,0.0,0.0,0.0,0.0,1,0
3,101,2,0.0,0.0,0.0,0.0,0,0
3,102,3,0.0,0.0,0.0,0.0,0,0
3,103,4,0.0,0.0,0.0,0.0,1,1
3,104,5,0.0,0.0,0.0,0.0,1,0
3,105,6,0.0,0.0,0.0,0.0,1,0
3,106,0,0.0,0.0,0.0,0.0,0,0
3,107,1,0.0,0.0,0.0,0.0,1,0
3,108,2,0.0,0.0,0.0,0.0,1,0
3,109,3,0.0,0.0,0.0,0.0,1,0
3,110,4,0.0,0.0,0.0,0.0,1,0
3,111,5,0.0,0.0,0.0,0.0,0,1
3,112,6,0.0,0.0,0.0,0.0,1,0
3,113,0,0.0,0.0,0.0,0.0,0,1
3,114,1,0.0,0.0,0.0,0.0,0,1
3,115,2,0.0,0.0,0.0,0.0,0,0
3,116,3,0.0,0.0,0.0,0.0,0,0
3,117,4,0.0,0.0,0.0,0.0,1,0
3,118,5,0.0,0.0,0.0,0.0,1,0
3,119,6,0.0,0.0,0.0,0.0,0,0
3,120,0,0.0,0.0,0.0,0.0,1,0
3,121,1,0.0,0.0,0.0,0.0,0,0
3,122,2,0.0,0.0,0.0,0.0,0,0
3,123,3,0.0,0.0,0.0,0.0,0,1
3,124,4,0.0,0.0,0.0,0.0,0,0
3,125,5,0.0,0.0,0.0,0.0,0,1
3,126,6,0.0,0.0,0.0,0.0,1,1
3,127,0,0.0,0.0,0.0,0.0,1,0
3,128,1,0.0,0.0,0.0,0.0,0,1
3,129,2,0.0,0.0,0.0,0.0,1,1
3,130,3,0.0,0.0,0.0,0.0,0,1
3,131,4,0.0,0.0,0.0,0.0,1,0
3,132,5,0.0,0.0,0.0,0.0,1,1
3,133,6,0.0,0.0,0.0,0.0,0,0
3,134,0,0.0,0.0,0.0,0.0,0,1
3,135,1,0.0,0.0,0.0,0.0,1,0
3,136,2,0.0,0.0,0.0,0.0,0,0
3,137,3,0.0,0.0,0.0,0.0,0,0
3,138,4,0.0,0.0,0.0,0.0,0,0
3,139,5,0.0,0.0,0.0,0.0,1,0
3,140,6,0.0,0.0,0.0,0.0,1,0
3,141,0,0.0,0.0,0.0,0.0,0,0
3,142,1,0.0,0.0,0.0,0.0,0,0
3,143,2,0.0,0.0,0.0,0.0,0,0
3,144,3,0.0,0.0,0.0,0.0,0,1
3,145,4,0.0,0.0,0.0,0.0,0,0
3,146,5,0.0,0.0,0.0,0.0,0,0
3,147,6,0.0,0.0,0.0,0.0,1,1
3,148,0,0.0,0.0,0.0,0.0,0,0
3,149,1,0.0,0.0,0.0,0.0,0,1
3,150,2,0.0,0.0,0.0,0.0,0,1
3,151,3,0.0,0.0,0.0,0.0,1,0
3,152,4,0.0,0.0,0.0,0.0,0,0
3,153,5,0.0,0.0,0.0,0.0,1,0
3,154,6,0.0,0.0,0.0,0.0,0,1
3,155,0,0.0,0.0,0.0,0.0,1,1
3,156,1,0.0,0.0,0.0,0.0,1,0
3,157,2,0.0,0.0,0.0,0.0,0,0
3,158,3,0.0,0.0,0.0,0.0,0,0
3,159,4,0.0,0.0,0.0,0.0,0,1
3,160,5,0.0,0.0,0.0,0.0,0,0
3,161,6,0.0,0.0,0.0,0.0,1,0
3,162,0,0.0,0.0,0.0,0.0,0,0
3,163,1,0.0,0.0,0.0,0.0,0,1
3,164,2,0.0,0.0,0.0,0.0,0,0
3,165,3,0.0,0.0,0.0,0.0,0,1
3,166,4,0.0,0.0,0.0,0.0,0,0
3,167,5,0.0,0.0,0.0,0.0,0,1
3,168,6,0.0,0.0,0.0,0.0,0,0
3,169,0,0.0,0.0,0.0,0.0,0,0
3,170,1,0.0,0.0,0.0,0.0,0,0
3,171,2,0.0,0.0,0.0,0.0,0,0
3,172,3,0.0,0.0,0.0,0.0,1,0
3,173,4,0.033,0.0,0.0,0.0,1,1
3,174,5,0.067,0.0,0.0,0.0,0,0
3,175,6,0.1,0.0,0.0,0.0,0,1
3,176,0,0.133,0.0,0.0,0.0,0,1
3,177,1,0.167,0.0,0.0,0.0,1,0
3,178,2,0.2,0.0,0.0,0.0,0,1
3,179,3,0.233,0.0,0.0,0.0,0,1
3,180,4,0.267,0.0,0.0,0.0,0,1
3,181,5,0.3,0.0,0.0,0.0,0,1
3,182,6,0.333,0.0,0.0,0.0,0,1
3,183,0,0.367,0.0,0.0,0.0,0,1
3,184,1,0.4,0.0,0.0,0.0,0,0
3,185,2,0.433,0.033,0.0,0.0,0,0
3,186,3,0.467,0.067,0.0,0.0,0,1
3,187,4,0.5,0.1,0.0,0.0,1,1
3,188,5,0.533,0.133,0.0,0.0,0,1
3,189,6,0.567,0.167,0.0,0.0,0,1
3,190,0,0.6,0.2,0.033,0.0,0,1
3,191,1,0.633,0.233,0.067,0.0,0,1
3,192,2,0.667,0.267,0.1,0.0,0,1
3,193,3,0.7,0.3,0.133,0.0,0,1
3,194,4,0.733,0.333,0.167,0.0,0,1
3,195,5,0.767,0.367,0.2,0.0,0,1
3,196,6,0.8,0.4,0.233,0.0,0,1
3,197,0,0.833,0.433,0.267,0.0,1,1
3,198,1,0.867,0.467,0.3,0.0,1,1
3,199,2,0.9,0.5,0.333,0.0,0,1
3,200,3,0.933,0.533,0.367,0.033,1,1
3,201,4,0.967,0.567,0.4,0.067,0,1
3,202,5,1.0,0.6,0.433,0.1,0,1
3,203,6,0.967,0.633,0.467,0.133,0,1
3,204,0,0.933,0.667,0.5,0.167,1,1
3,205,1,0.9,0.7,0.533,0.2,0,1
3,206,2,0.867,0.733,0.567,0.233,0,1
3,207,3,0.833,0.767,0.6,0.267,0,1
3,208,4,0.8,0.8,0.633,0.3,0,1
3,209,5,0.767,0.833,0.667,0.333,0,1
3,210,6,0.733,0.867,0.7,0.367,0,1
3,211,0,0.7,0.9,0.733,0.4,0,1
3,212,1,0.667,0.933,0.767,0.433,0,1
3,213,2,0.633,0.967,0.8,0.467,0,1
3,214,3,0.6,1.0,0.833,0.5,0,1
3,215,4,0.567,0.967,0.867,0.533,1,1
3,216,5,0.533,0.933,0.9,0.567,0,1
3,217,6,0.5,0.9,0.933,0.6,1,1
3,218,0,0.467,0.867,0.967,0.633,0,1
3,219,1,0.433,0.833,1.0,0.667,1,1
3,220,2,0.4,0.8,0.967,0.7,0,1
3,221,3,0.367,0.767,0.933,0.733,0,1
3,222,4,0.333,0.733,0.9,0.767,0,1
3,223,5,0.3,0.7,0.867,0.8,0,1
3,224,6,0.267,0.667,0.833,0.833,0,1
3,225,0,0.233,0.633,0.8,0.867,0,1
3,226,1,0.2,0.6,0.767,0.9,0,1
3,227,2,0.167,0.567,0.733,0.933,0,1
3,228,3,0.133,0.533,0.7,0.967,0,1
3,229,4,0.1,0.5,0.667,1.0,1,1
3,230,5,0.067,0.467,0.633,0.967,0,1
3,231,6,0.033,0.433,0.6,0.933,0,1
3,232,0,0.0,0.4,0.567,0.9,0,1
3,233,1,0.0,0.367,0.533,0.867,1,1
3,234,2,0.0,0.333,0.5,0.833,0,1
3,235,3,0.0,0.3,0.467,0.8,0,1
3,236,4,0.0,0.267,0.433,0.767,0,1
3,237,5,0.0,0.233,0.4,0.733,1,1
3,238,6,0.0,0.2,0.367,0.7,1,1
3,239,0,0.0,0.167,0.333,0.667,0,1
3,240,1,0.0,0.133,0.3,0.633,0,0
3,241,2,0.0,0.1,0.267,0.6,0,0
3,242,3,0.0,0.067,0.233,0.567,0,1
3,243,4,0.0,0.033,0.2,0.533,0,1
3,244,5,0.0,0.0,0.167,0.5,0,1
3,245,6,0.0,0.0,0.133,0.467,0,1
3,246,0,0.0,0.0,0.1,0.433,0,0
3,247,1,0.0,0.0,0.067,0.4,0,1
3,248,2,0.0,0.0,0.033,0.367,0,0
3,249,3,0.0,0.0,0.0,0.333,1,1
3,250,4,0.0,0.0,0.0,0.3,1,1
3,251,5,0.0,0.0,0.0,0.267,1,1
3,252,6,0.0,0.0,0.0,0.233,0,1
3,253,0,0.0,0.0,0.0,0.2,0,0
3,254,1,0.0,0.0,0.0,0.167,1,1
3,255,2,0.0,0.0,0.0,0.133,1,0
3,256,3,0.0,0.0,0.0,0.1,1,1
3,257,4,0.0,0.0,0.0,0.067,0,0
3,258,5,0.0,0.0,0.0,0.033,0,0
3,259,6,0.0,0.0,0.0,0.0,0,1
3,260,0,0.0,0.0,0.0,0.0,0,0
3,261,1,0.0,0.0,0.0,0.0,1,0
3,262,2,0.0,0.0,0.0,0.0,0,1
3,263,3,0.0,0.0,0.0,0.0,1,0
3,264,4,0.0,0.0,0.0,0.0,0,0
3,265,5,0.0,0.0,0.0,0.0,0,1
3,266,6,0.0,0.0,0.0,0.0,0,1
3,267,0,0.0,0.0,0.0,0.0,0,1
3,268,1,0.0,0.0,0.0,0.0,0,1
3,269,2,0.0,0.0,0.0,0.0,1,0
3,270,3,0.0,0.0,0.0,0.0,0,0
3,271,4,0.0,0.0,0.0,0.0,0,1
3,272,5,0.0,0.0,0.0,0.0,1,0
3,273,6,0.0,0.0,0.0,0.0,0,1
3,274,0,0.0,0.0,0.0,0.0,1,0
3,275,1,0.0,0.0,0.0,0.0,0,0
3,276,2,0.0,0.0,0.0,0.0,1,0
3,277,3,0.0,0.0,0.0,0.0,0,0
3,278,4,0.0,0.0,0.0,0.0,0,0
3,279,5,0.0,0.0,0.0,0.0,1,1
3,280,6,0.0,0.0,0.0,0.0,0,1
3,281,0,0.0,0.0,0.0,0.0,0,0
3,282,1,0.0,0.0,0.0,0.0,1,0
3,283,2,0.0,0.0,0.0,0.0,0,1
3,284,3,0.0,0.0,0.0,0.0,0,0
3,285,4,0.0,0.0,0.0,0.0,1,1
3,286,5,0.0,0.0,0.0,0.0,1,1
3,287,6,0.0,0.0,0.0,0.0,1,0
3,288,0,0.0,0.0,0.0,0.0,0,0
3,289,1,0.0,0.0,0.0,0.0,0,0
3,290,2,0.0,0.0,0.0,0.0,0,1
3,291,3,0.0,0.0,0.0,0.0,0,0
3,292,4,0.0,0.0,0.0,0.0,1,0
3,293,5,0.0,0.0,0.0,0.0,1,1
3,294,6,0.0,0.0,0.0,0.0,0,0
3,295,0,0.0,0.0,0.0,0.0,0,0
3,296,1,0.0,0.0,0.0,0.0,1,0
3,297,2,0.0,0.0,0.0,0.0,0,0
3,298,3,0.0,0.0,0.0,0.0,1,0
3,299,4,0.0,0.0,0.0,0.0,0,1
3,300,5,0.0,0.0,0.0,0.0,0,1
3,301,6,0.0,0.0,0.0,0.0,0,1
3,302,0,0.0,0.0,0.0,0.0,0,0
3,303,1,0.0,0.0,0.0,0.0,1,0
3,304,2,0.0,0.0,0.0,0.0,1,0
3,305,3,0.0,0.0,0.0,0.0,0,1
3,306,4,0.0,0.0,0.0,0.0,0,0
3,307,5,0.0,0.0,0.0,0.0,1,0
3,308,6,0.0,0.0,0.0,0.0,0,0
3,309,0,0.0,0.0,0.0,0.0,0,0
3,310,1,0.0,0.0,0.0,0.0,0,0
3,311,2,0.0,0.0,0.0,0.0,1,0
3,312,3,0.0,0.0,0.0,0.0,0,1
3,313,4,0.0,0.0,0.0,0.0,0,1
3,314,5,0.0,0.0,0.0,0.0,0,1
3,315,6,0.0,0.0,0.0,0.0,0,1
3,316,0,0.0,0.0,0.0,0.0,0,0
3,317,1,0.0,0.0,0.0,0.0,0,1
3,318,2,0.0,0.0,0.0,0.0,1,1
3,319,3,0.0,0.0,0.0,0.0,1,0
3,320,4,0.0,0.0,0.0,0.0,0,1
3,321,5,0.0,0.0,0.0,0.0,0,0
3,322,6,0.0,0.0,0.0,0.0,0,1
3,323,0,0.0,0.0,0.0,0.0,0,0
3,324,1,0.0,0.0,0.0,0.0,0,1
3,325,2,0.0,0.0,0.0,0.0,0,0
3,326,3,0.0,0.0,0.0,0.0,0,1
3,327,4,0.0,0.0,0.0,0.0,0,1
3,328,5,0.0,0.0,0.0,0.0,0,0
3,329,6,0.0,0.0,0.0,0.0,0,0
3,330,0,0.0,0.0,0.0,0.0,0,1
3,331,1,0.0,0.0,0.0,0.0,0,0
3,332,2,0.0,0.0,0.0,0.0,0,1
3,333,3,0.0,0.0,0.0,0.0,0,0
3,334,4,0.0,0.0,0.0,0.0,0,0
3,335,5,0.0,0.0,0.0,0.0,1,0
3,336,6,0.0,0.0,0.0,0.0,0,1
3,337,0,0.0,0.0,0.0,0.0,1,1
